Temperature,Pressure,Humidity,WindDirection(Degrees),Speed,Hour,SunRise,SunSet,MomentOfDay,fortnight,month,Rad
Cold,Low,High,N,Slow,15,40-60,40-60,Afternoon,fortnight 8,Dec,Med
Cold,Low,High,N,Slow,15,40-60,40-60,Afternoon,fortnight 8,Dec,Med
Cold,Low,High,N,Slow,15,40-60,40-60,Afternoon,fortnight 8,Dec,Med
Normal,Low,High,N,Slow,15,40-60,40-60,Afternoon,fortnight 8,Dec,Med
Cold,Low,High,E,Slow,15,40-60,40-60,Afternoon,fortnight 8,Dec,Med
Normal,Low,High,N,Slow,15,40-60,40-60,Afternoon,fortnight 8,Dec,Med
Normal,Low,High,N,Slow,15,40-60,40-60,Afternoon,fortnight 8,Dec,Med
Cold,Low,High,E,Slow,15,40-60,40-60,Afternoon,fortnight 8,Dec,High
Cold,Low,High,E,Slow,15,40-60,40-60,Afternoon,fortnight 8,Dec,Med
Cold,Low,High,N,Slow,15,40-60,40-60,Afternoon,fortnight 8,Dec,Med
Cold,Low,High,N,Slow,15,40-60,40-60,Afternoon,fortnight 8,Dec,Med
Cold,Low,High,N,Slow,15,40-60,40-60,Afternoon,fortnight 8,Dec,Med
Normal,Low,High,E,Normal,14,40-60,40-60,Midday,fortnight 8,Dec,Med
Cold,Low,High,N,Slow,14,40-60,40-60,Midday,fortnight 8,Dec,Med
Cold,Low,High,N,Slow,14,40-60,40-60,Midday,fortnight 8,Dec,High
Cold,Low,High,N,Slow,14,40-60,40-60,Midday,fortnight 8,Dec,Med
Normal,Low,High,N,Slow,14,40-60,40-60,Midday,fortnight 8,Dec,Med
Cold,Low,High,N,Slow,14,40-60,40-60,Midday,fortnight 8,Dec,High
Cold,Low,High,E,Normal,14,40-60,40-60,Midday,fortnight 8,Dec,High
Normal,Low,High,N,Slow,14,40-60,40-60,Midday,fortnight 8,Dec,High
Normal,Low,High,N,Normal,14,40-60,40-60,Midday,fortnight 8,Dec,Med
Normal,Low,High,N,Normal,14,40-60,40-60,Midday,fortnight 8,Dec,Med
Normal,Low,High,E,Slow,14,40-60,40-60,Midday,fortnight 8,Dec,Med
Normal,Low,High,N,Slow,14,40-60,40-60,Midday,fortnight 8,Dec,High
Normal,Low,High,N,Slow,13,40-60,40-60,Midday,fortnight 8,Dec,Med
Normal,Low,High,N,Slow,13,40-60,40-60,Midday,fortnight 8,Dec,High
Normal,Low,High,N,Slow,13,40-60,40-60,Midday,fortnight 8,Dec,High
Cold,Low,High,N,Slow,13,40-60,40-60,Midday,fortnight 8,Dec,High
Cold,Low,High,E,Slow,13,40-60,40-60,Midday,fortnight 8,Dec,High
Cold,Low,High,N,Slow,13,40-60,40-60,Midday,fortnight 8,Dec,Med
Cold,Low,High,E,Slow,13,40-60,40-60,Midday,fortnight 8,Dec,High
Normal,Low,High,E,Fast,13,40-60,40-60,Midday,fortnight 8,Dec,High
Normal,Low,High,N,Slow,13,40-60,40-60,Midday,fortnight 8,Dec,High
Normal,Low,High,N,Slow,13,40-60,40-60,Midday,fortnight 8,Dec,High
Normal,Low,High,N,Slow,13,40-60,40-60,Midday,fortnight 8,Dec,High
Normal,Low,High,E,Slow,13,40-60,40-60,Midday,fortnight 8,Dec,High
Normal,Low,High,N,Slow,12,40-60,40-60,Midday,fortnight 8,Dec,High
Normal,Low,High,N,Slow,12,40-60,40-60,Midday,fortnight 8,Dec,High
Normal,Low,High,E,Slow,12,40-60,40-60,Midday,fortnight 8,Dec,High
Normal,Low,High,N,Slow,12,40-60,40-60,Midday,fortnight 8,Dec,High
Normal,Low,High,E,Normal,12,40-60,40-60,Midday,fortnight 8,Dec,High
Cold,Low,High,N,Slow,12,40-60,40-60,Midday,fortnight 8,Dec,High
Cold,Low,High,N,Normal,12,40-60,40-60,Midday,fortnight 8,Dec,High
Cold,Low,High,E,Slow,12,40-60,40-60,Midday,fortnight 8,Dec,High
Cold,Low,High,N,Slow,12,40-60,40-60,Midday,fortnight 8,Dec,High
Normal,Low,High,E,Slow,12,40-60,40-60,Midday,fortnight 8,Dec,High
Cold,Low,High,E,Normal,12,40-60,40-60,Midday,fortnight 8,Dec,High
Cold,Low,High,N,Slow,12,40-60,40-60,Midday,fortnight 8,Dec,High
Normal,Low,High,N,Slow,11,40-60,40-60,Morning,fortnight 8,Dec,High
Cold,Low,High,N,Normal,11,40-60,40-60,Morning,fortnight 8,Dec,High
Cold,Low,High,E,Normal,11,40-60,40-60,Morning,fortnight 8,Dec,High
Cold,Low,High,N,Slow,11,40-60,40-60,Morning,fortnight 8,Dec,High
Cold,Low,High,N,Slow,11,40-60,40-60,Morning,fortnight 8,Dec,High
Cold,Low,High,N,Normal,11,40-60,40-60,Morning,fortnight 8,Dec,High
Cold,Low,High,E,Slow,11,40-60,40-60,Morning,fortnight 8,Dec,High
Cold,Low,High,N,Normal,11,40-60,40-60,Morning,fortnight 8,Dec,High
Cold,Low,High,E,Slow,11,40-60,40-60,Morning,fortnight 8,Dec,High
Cold,Low,High,E,Slow,11,40-60,40-60,Morning,fortnight 8,Dec,High
Cold,Low,High,E,Fast,11,40-60,40-60,Morning,fortnight 8,Dec,High
Cold,Low,High,N,Slow,11,40-60,40-60,Morning,fortnight 8,Dec,High
Cold,Low,High,E,Slow,10,40-60,40-60,Morning,fortnight 8,Dec,High
Cold,Low,High,E,Fast,10,40-60,40-60,Morning,fortnight 8,Dec,High
Cold,Low,High,N,Fast,10,40-60,40-60,Morning,fortnight 8,Dec,High
Cold,Low,High,N,Slow,10,40-60,40-60,Morning,fortnight 8,Dec,High
Normal,Low,High,N,Normal,10,40-60,40-60,Morning,fortnight 8,Dec,Med
Normal,Low,High,N,Normal,10,40-60,40-60,Morning,fortnight 8,Dec,Med
Normal,Low,High,E,Normal,10,40-60,40-60,Morning,fortnight 8,Dec,Med
Normal,Low,High,N,Slow,10,40-60,40-60,Morning,fortnight 8,Dec,Med
Normal,Low,High,N,Normal,10,40-60,40-60,Morning,fortnight 8,Dec,High
Normal,Low,High,E,Normal,10,40-60,40-60,Morning,fortnight 8,Dec,High
Normal,Low,High,E,Normal,10,40-60,40-60,Morning,fortnight 8,Dec,High
Normal,Low,High,E,Slow,10,40-60,40-60,Morning,fortnight 8,Dec,High
Normal,Low,High,E,Slow,09,40-60,40-60,Morning,fortnight 8,Dec,High
Normal,Low,High,S,Slow,09,40-60,40-60,Morning,fortnight 8,Dec,High
Normal,Low,High,S,Slow,09,40-60,40-60,Morning,fortnight 8,Dec,High
Normal,Low,High,E,Normal,09,40-60,40-60,Morning,fortnight 8,Dec,High
Normal,Low,High,E,Normal,09,40-60,40-60,Morning,fortnight 8,Dec,High
Normal,Low,High,E,Fast,09,40-60,40-60,Morning,fortnight 8,Dec,High
Normal,Low,High,E,Normal,09,40-60,40-60,Morning,fortnight 8,Dec,High
Normal,Low,High,E,Normal,09,40-60,40-60,Morning,fortnight 8,Dec,High
Normal,Low,High,E,Slow,09,40-60,40-60,Morning,fortnight 8,Dec,High
Normal,Low,High,S,Normal,09,40-60,40-60,Morning,fortnight 8,Dec,High
Cold,Low,High,S,Slow,09,40-60,40-60,Morning,fortnight 8,Dec,High
Cold,Low,High,S,Slow,09,40-60,40-60,Morning,fortnight 8,Dec,High
Cold,Low,High,E,Fast,08,40-60,40-60,Morning,fortnight 8,Dec,Med
Cold,Low,High,S,Slow,08,40-60,40-60,Morning,fortnight 8,Dec,Med
Cold,Low,High,S,Slow,08,40-60,40-60,Morning,fortnight 8,Dec,Med
Cold,Low,High,S,Slow,08,40-60,40-60,Morning,fortnight 8,Dec,Med
Cold,Low,High,S,Slow,08,40-60,40-60,Morning,fortnight 8,Dec,Med
Cold,Low,High,S,Normal,08,40-60,40-60,Morning,fortnight 8,Dec,Med
Cold,Low,High,S,Normal,08,40-60,40-60,Morning,fortnight 8,Dec,Med
Cold,Low,High,S,Slow,08,40-60,40-60,Morning,fortnight 8,Dec,Med
Cold,Low,High,S,Normal,08,40-60,40-60,Morning,fortnight 8,Dec,Med
Cold,Low,High,S,Slow,08,40-60,40-60,Morning,fortnight 8,Dec,Med
Cold,Low,High,S,Slow,08,40-60,40-60,Morning,fortnight 8,Dec,Med
Cold,Low,High,S,Slow,07,40-60,40-60,Morning,fortnight 8,Dec,Med
Cold,Low,High,S,Slow,07,40-60,40-60,Morning,fortnight 8,Dec,Med
Cold,Low,High,S,Slow,07,40-60,40-60,Morning,fortnight 8,Dec,Med
Cold,Low,High,S,Slow,07,40-60,40-60,Morning,fortnight 8,Dec,Med
Cold,Low,High,S,Slow,07,40-60,40-60,Morning,fortnight 8,Dec,Med
Cold,Low,High,S,Slow,07,40-60,40-60,Morning,fortnight 8,Dec,Med
Cold,Low,High,S,Slow,07,40-60,40-60,Morning,fortnight 8,Dec,Med
Cold,Low,High,S,Slow,07,40-60,40-60,Morning,fortnight 8,Dec,Med
Cold,Low,High,S,Slow,07,40-60,40-60,Morning,fortnight 8,Dec,Med
Cold,Low,High,S,Slow,07,40-60,40-60,Morning,fortnight 8,Dec,Med
Cold,Low,High,E,Slow,07,40-60,40-60,Morning,fortnight 8,Dec,Med
Cold,Low,High,E,Slow,07,40-60,40-60,Morning,fortnight 8,Dec,Med
Cold,Low,High,S,Slow,06,40-60,40-60,Morning,fortnight 8,Dec,Med
Cold,Low,High,S,Slow,06,40-60,40-60,Morning,fortnight 8,Dec,Med
Cold,Low,High,S,Slow,06,40-60,40-60,Morning,fortnight 8,Dec,Med
Cold,Low,High,S,Normal,06,40-60,40-60,Morning,fortnight 8,Dec,Low
Cold,Low,High,S,Normal,06,40-60,40-60,Morning,fortnight 8,Dec,Low
Cold,Low,High,S,Slow,06,40-60,40-60,Morning,fortnight 8,Dec,Low
Cold,Low,High,S,Normal,06,40-60,40-60,Morning,fortnight 8,Dec,Low
Cold,Low,High,S,Normal,06,40-60,40-60,Morning,fortnight 8,Dec,Low
Cold,Low,High,S,Fast,06,40-60,40-60,Morning,fortnight 8,Dec,Low
Cold,Low,High,S,Normal,06,40-60,40-60,Morning,fortnight 8,Dec,Low
Cold,Low,High,S,Normal,06,40-60,40-60,Morning,fortnight 8,Dec,Low
Cold,Low,High,S,Normal,06,40-60,40-60,Morning,fortnight 8,Dec,Low
Cold,Low,High,S,Normal,05,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,High,S,Normal,05,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,High,S,Normal,05,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,High,S,Normal,05,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Normal,S,Fast,05,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Normal,S,Normal,05,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Normal,S,Normal,05,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Normal,S,Slow,05,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Normal,S,Normal,05,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Normal,S,Normal,05,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Normal,S,Normal,05,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Low,S,Normal,05,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Low,S,Normal,04,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Low,S,Normal,04,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Low,S,Normal,04,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Low,S,Fast,04,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Low,S,Normal,04,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Low,S,Normal,04,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Low,S,Normal,04,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Low,S,Normal,04,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Low,S,Normal,04,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Low,S,Normal,04,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Low,S,Normal,04,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Low,S,Normal,04,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Low,S,Normal,03,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Low,S,Normal,03,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Low,S,Slow,03,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Low,S,Normal,03,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Low,S,Fast,03,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Low,S,Fast,03,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Low,S,Slow,03,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Low,S,Normal,03,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Low,S,Normal,03,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Low,S,Normal,03,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Low,S,Slow,03,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Low,S,Normal,03,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Low,S,Normal,02,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Low,S,Normal,02,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Low,S,Normal,02,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Low,S,Slow,02,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Low,S,Normal,02,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Low,S,Fast,02,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Low,S,Normal,02,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Low,S,Normal,02,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Low,S,Normal,02,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Low,S,Normal,02,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Low,S,Normal,02,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Low,S,Normal,02,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Low,S,Normal,01,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Low,S,Normal,01,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Low,S,Normal,01,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Low,S,Normal,01,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Low,S,Normal,01,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Low,S,Normal,01,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Low,S,Normal,01,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Low,S,Normal,01,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Low,S,Normal,01,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Low,S,Slow,01,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Low,S,Normal,01,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Low,S,Normal,01,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Low,S,Normal,00,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Low,S,Normal,00,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Low,S,Slow,00,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Normal,S,Normal,00,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Normal,S,Normal,00,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Normal,S,Fast,00,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Normal,S,Normal,00,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Normal,S,Normal,00,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Normal,S,Normal,00,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Normal,S,Fast,00,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Normal,S,Normal,00,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Normal,S,Normal,00,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Normal,S,Normal,23,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Normal,S,Normal,23,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Normal,S,Slow,23,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Normal,S,Fast,23,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,High,S,Normal,23,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,High,S,Fast,23,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,High,S,Normal,23,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,High,S,Normal,23,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,High,S,Normal,23,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,High,S,Normal,23,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,High,S,Normal,23,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,High,S,Normal,23,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,High,S,Normal,22,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,High,S,Normal,22,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,High,S,Fast,22,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,High,S,Fast,22,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,High,S,Normal,22,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,High,S,Normal,22,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,High,S,Fast,22,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,High,S,Fast,22,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,High,S,Normal,22,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,High,S,Normal,22,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,High,S,Normal,22,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,High,S,Normal,22,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,High,S,Normal,21,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,High,S,Normal,21,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,High,S,Slow,21,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Normal,S,Slow,21,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Normal,S,Normal,21,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Normal,S,Slow,21,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Normal,S,Slow,21,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Normal,S,Fast,21,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Normal,S,Normal,21,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Normal,S,Normal,21,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Normal,S,Fast,21,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Normal,E,Normal,21,40-60,40-60,Night,fortnight 8,Dec,Low
Cold,Low,Normal,E,Normal,20,40-60,40-60,Afternoon,fortnight 8,Dec,Low
Cold,Low,Normal,S,Normal,20,40-60,40-60,Afternoon,fortnight 8,Dec,Low
Cold,Low,Normal,S,Fast,20,40-60,40-60,Afternoon,fortnight 8,Dec,Low
Cold,Low,Normal,S,Normal,20,40-60,40-60,Afternoon,fortnight 8,Dec,Low
Cold,Low,Normal,S,Normal,20,40-60,40-60,Afternoon,fortnight 8,Dec,Low
Cold,Low,Normal,S,Fast,20,40-60,40-60,Afternoon,fortnight 8,Dec,Low
Cold,Low,Normal,S,Slow,20,40-60,40-60,Afternoon,fortnight 8,Dec,Low
Cold,Low,Normal,S,Slow,20,40-60,40-60,Afternoon,fortnight 8,Dec,Low
Cold,Low,High,E,Slow,20,40-60,40-60,Afternoon,fortnight 8,Dec,Low
Cold,Low,High,S,Slow,20,40-60,40-60,Afternoon,fortnight 8,Dec,Low
Cold,Low,High,S,Normal,20,40-60,40-60,Afternoon,fortnight 8,Dec,Low
Cold,Low,High,S,Normal,20,40-60,40-60,Afternoon,fortnight 8,Dec,Low
Cold,Low,High,S,Normal,19,40-60,40-60,Afternoon,fortnight 8,Dec,Low
Cold,Low,High,S,Fast,19,40-60,40-60,Afternoon,fortnight 8,Dec,Low
Cold,Low,High,S,Fast,19,40-60,40-60,Afternoon,fortnight 8,Dec,Low
Cold,Low,High,S,Normal,19,40-60,40-60,Afternoon,fortnight 8,Dec,Low
Cold,Low,High,S,Fast,19,40-60,40-60,Afternoon,fortnight 8,Dec,Low
Cold,Low,High,E,Slow,19,40-60,40-60,Afternoon,fortnight 8,Dec,Low
Cold,Low,High,E,Normal,19,40-60,40-60,Afternoon,fortnight 8,Dec,Low
Cold,Low,High,S,Slow,19,40-60,40-60,Afternoon,fortnight 8,Dec,Low
Cold,Low,High,S,Normal,19,40-60,40-60,Afternoon,fortnight 8,Dec,Low
Cold,Low,High,S,Slow,19,40-60,40-60,Afternoon,fortnight 8,Dec,Low
Cold,Low,High,S,Slow,19,40-60,40-60,Afternoon,fortnight 8,Dec,Low
Cold,Low,High,E,Fast,19,40-60,40-60,Afternoon,fortnight 8,Dec,Low
Cold,Low,High,E,Slow,18,40-60,40-60,Afternoon,fortnight 8,Dec,Low
Cold,Low,High,E,Slow,18,40-60,40-60,Afternoon,fortnight 8,Dec,Low
Cold,Low,High,E,Slow,18,40-60,40-60,Afternoon,fortnight 8,Dec,Low
Cold,Low,High,E,Slow,18,40-60,40-60,Afternoon,fortnight 8,Dec,Low
Cold,Low,High,E,Slow,18,40-60,40-60,Afternoon,fortnight 8,Dec,Low
Cold,Low,High,E,Slow,18,40-60,40-60,Afternoon,fortnight 8,Dec,Low
Cold,Low,High,N,Slow,18,40-60,40-60,Afternoon,fortnight 8,Dec,Low
Cold,Low,High,S,Normal,18,40-60,40-60,Afternoon,fortnight 8,Dec,Low
Cold,Low,High,E,Slow,18,40-60,40-60,Afternoon,fortnight 8,Dec,Low
Cold,Low,High,S,Normal,18,40-60,40-60,Afternoon,fortnight 8,Dec,Low
Cold,Low,High,E,Normal,18,40-60,40-60,Afternoon,fortnight 8,Dec,Low
Cold,Low,High,E,Slow,18,40-60,40-60,Afternoon,fortnight 8,Dec,Low
Cold,Low,High,N,Normal,17,40-60,40-60,Afternoon,fortnight 8,Dec,Med
Cold,Low,High,E,Normal,17,40-60,40-60,Afternoon,fortnight 8,Dec,Med
Cold,Low,High,E,Slow,17,40-60,40-60,Afternoon,fortnight 8,Dec,Med
Cold,Low,High,E,Fast,17,40-60,40-60,Afternoon,fortnight 8,Dec,Med
Cold,Low,High,E,Normal,17,40-60,40-60,Afternoon,fortnight 8,Dec,Med
Cold,Low,High,E,Normal,17,40-60,40-60,Afternoon,fortnight 8,Dec,Med
Cold,Low,High,N,Normal,17,40-60,40-60,Afternoon,fortnight 8,Dec,Med
Cold,Low,High,E,Normal,17,40-60,40-60,Afternoon,fortnight 8,Dec,Med
Cold,Low,High,E,Normal,17,40-60,40-60,Afternoon,fortnight 8,Dec,Med
Cold,Low,High,E,Normal,17,40-60,40-60,Afternoon,fortnight 8,Dec,Med
Cold,Low,High,E,Slow,17,40-60,40-60,Afternoon,fortnight 8,Dec,Med
Cold,Low,High,E,Normal,17,40-60,40-60,Afternoon,fortnight 8,Dec,Med
Cold,Low,High,E,Slow,16,40-60,40-60,Afternoon,fortnight 8,Dec,Med
Cold,Low,High,E,Normal,16,40-60,40-60,Afternoon,fortnight 8,Dec,Med
Cold,Low,High,E,Normal,16,40-60,40-60,Afternoon,fortnight 8,Dec,Med
Normal,Low,High,E,Slow,16,40-60,40-60,Afternoon,fortnight 8,Dec,Med
Normal,Low,High,E,Normal,16,40-60,40-60,Afternoon,fortnight 8,Dec,Med
Cold,Low,High,S,Normal,16,40-60,40-60,Afternoon,fortnight 8,Dec,Med
Cold,Low,High,E,Normal,16,40-60,40-60,Afternoon,fortnight 8,Dec,Med
Cold,Low,High,E,Slow,16,40-60,40-60,Afternoon,fortnight 8,Dec,Med
Cold,Low,High,S,Slow,16,40-60,40-60,Afternoon,fortnight 8,Dec,Med
Cold,Low,High,E,Slow,16,40-60,40-60,Afternoon,fortnight 8,Dec,High
Cold,Low,High,E,Normal,16,40-60,40-60,Afternoon,fortnight 8,Dec,High
Cold,Low,High,E,Normal,16,40-60,40-60,Afternoon,fortnight 8,Dec,Med
Cold,Low,High,E,Slow,15,40-60,40-60,Afternoon,fortnight 8,Dec,Med
Cold,Low,High,N,Normal,15,40-60,40-60,Afternoon,fortnight 8,Dec,Med
Cold,Low,High,E,Fast,15,40-60,40-60,Afternoon,fortnight 8,Dec,Med
Cold,Low,High,E,Fast,15,40-60,40-60,Afternoon,fortnight 8,Dec,Med
Cold,Low,High,E,Fast,15,40-60,40-60,Afternoon,fortnight 8,Dec,High
Normal,Low,High,N,Fast,15,40-60,40-60,Afternoon,fortnight 8,Dec,Med
Normal,Low,High,N,Slow,15,40-60,40-60,Afternoon,fortnight 8,Dec,Med
Normal,Low,High,N,Normal,15,40-60,40-60,Afternoon,fortnight 8,Dec,Med
Normal,Low,High,E,Fast,15,40-60,40-60,Afternoon,fortnight 8,Dec,Med
Normal,Low,High,E,Fast,15,40-60,40-60,Afternoon,fortnight 8,Dec,High
Normal,Low,High,E,Normal,15,40-60,40-60,Afternoon,fortnight 8,Dec,High
Normal,Low,High,N,Normal,15,40-60,40-60,Afternoon,fortnight 8,Dec,High
Normal,Low,High,E,Normal,14,40-60,40-60,Midday,fortnight 8,Dec,High
Normal,Low,High,N,Normal,14,40-60,40-60,Midday,fortnight 8,Dec,High
Normal,Low,High,N,Normal,14,40-60,40-60,Midday,fortnight 8,Dec,High
Normal,Low,High,E,Normal,14,40-60,40-60,Midday,fortnight 8,Dec,High
Normal,Low,High,N,Normal,14,40-60,40-60,Midday,fortnight 8,Dec,High
Normal,Low,High,N,Slow,14,40-60,40-60,Midday,fortnight 8,Dec,High
Normal,Low,High,E,Fast,14,40-60,40-60,Midday,fortnight 8,Dec,Med
Normal,Low,High,N,Normal,14,40-60,40-60,Midday,fortnight 8,Dec,High
Normal,Low,High,E,Normal,14,40-60,40-60,Midday,fortnight 8,Dec,High
Normal,Low,High,N,Slow,14,40-60,40-60,Midday,fortnight 8,Dec,High
Normal,Low,High,N,Normal,14,40-60,40-60,Midday,fortnight 8,Dec,High
Normal,Low,High,N,Slow,14,40-60,40-60,Midday,fortnight 8,Dec,High
Normal,Low,High,N,Normal,13,40-60,40-60,Midday,fortnight 8,Dec,High
Normal,Low,High,N,Normal,13,40-60,40-60,Midday,fortnight 8,Dec,High
Normal,Low,High,E,Normal,13,40-60,40-60,Midday,fortnight 8,Dec,High
Normal,Low,High,E,Slow,13,40-60,40-60,Midday,fortnight 8,Dec,High
Normal,Low,High,E,Fast,13,40-60,40-60,Midday,fortnight 8,Dec,High
Normal,Low,High,S,Fast,13,40-60,40-60,Midday,fortnight 8,Dec,High
Normal,Low,High,E,Normal,13,40-60,40-60,Midday,fortnight 8,Dec,High
Normal,Low,High,E,Normal,13,40-60,40-60,Midday,fortnight 8,Dec,High
Normal,Low,High,E,Normal,13,40-60,40-60,Midday,fortnight 8,Dec,High
Normal,Low,High,N,Fast,13,40-60,40-60,Midday,fortnight 8,Dec,High
